Laptop,Status,Brand,Model,RAM,Storage,Storage type,Screen,Touch,Final Price,CPU_Brand,GPU_Brand,CPU_Type,GPU_Type,GPU_Category
"Asus ROG G513QM-HF326 AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX3060/15.6""",1,3,87,16,1000,0,15.6,0,1299.0,0,6,9,23,0
"Asus ROG Strix G15 G512LW-HN038 Intel Core i7-10750H/16GB/512GB SSD/RTX 2070/15.6""",1,3,87,16,512,0,15.6,0,1106.34,2,6,12,19,0
"Asus ROG Strix SCAR 15 G533QS-HF009T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/15.6""",1,3,87,32,1000,0,15.6,0,2071.29,0,6,9,25,0
"Asus ROG Strix SCAR 17 G733QR-K4008T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",1,3,87,32,1000,0,17.3,0,1931.64,0,6,9,24,0
"Asus ROG Zephyrus G14 GA401II-HE004 AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",1,3,87,16,1000,0,14.0,0,771.79,0,2,8,5,2
"Asus ROG Zephyrus G14 GA401II-HE004T AMD Ryzen 7 4800HS/16GB/1TB SSD/GTX 1650Ti/14""",1,3,87,16,1000,0,14.0,0,852.09,0,2,8,5,2
"Asus ROG Zephyrus G14 GA401IU-HA134T AMD Ryzen 9 4900HS/16GB/1TB SSD/GTX 1660/14""",1,3,87,16,1000,0,14.0,0,1399.0,0,2,9,6,3
"Asus ROG Zephyrus G14 GA402RK-L8150W AMD Ryzen 9 6900HS/32GB/1TB SSD/RX 6800S/14""",1,3,87,32,1000,0,14.0,0,2799.0,0,7,9,35,0
"Asus ROG Zephyrus S17 GX701LXS-HG032T Intel Core i7-10875H/32GB/1TB SSD/RTX 2080/17.3""",1,3,87,32,1000,0,17.3,0,1792.89,2,6,12,20,0
"Asus ROG Zephyrus S17 GX703HS-KF015T Intel Core i9-11900H/32GB/3TB SSD/RTX 3080/17.3""",1,3,87,32,3000,0,17.3,0,3499.01,2,6,13,25,0
"Asus Rog Strix G15 G512LU-HN161 Intel Core i7-10750H/16GB/1TB SSD/GTX 1660Ti/15.6""",1,3,87,16,1000,0,15.6,0,880.19,2,2,12,6,3
"Asus Rog Strix G15 G512LV-HN221 Intel Core i7-10870H/16GB/1TB SSD/RTX2060/15.6""",1,3,87,16,1000,0,15.6,0,856.24,2,6,12,18,0
"Asus Rog Strix G15 G513QR-HF010T AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",1,3,87,16,1000,0,15.6,0,1499.0,0,6,8,24,0
"Asus Rog Strix G15 G513QR-HF120 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/15.6""",1,3,87,32,1000,0,15.6,0,1397.54,0,6,8,24,0
"Asus Rog Strix G17 G713QR-HG053 AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3070/17.3""",1,3,87,32,1000,0,17.3,0,1999.0,0,6,9,24,0
"Asus Rog Strix G531GT-BQ165 Intel Core i7-9750H/16GB/512GB SSD/GTX1650/15.6""",1,3,87,16,512,0,15.6,0,815.44,2,2,12,5,2
"Asus Rog Strix G731GW-EV178 Intel Core i7-9750H/32GB/1TB SSD/RTX 2070/17.3""",1,3,87,32,1000,0,17.3,0,1465.79,2,6,12,19,0
"Asus Rog Strix SCAR 17 G732LXS-HG066T Intel Core i9-10980HK/32GB/1TB SSD/RTX 2080 SUPER/17.3""",1,3,87,32,1000,0,17.3,0,1770.24,2,6,13,20,0
"Asus Rog Strix SCAR 17 G733QS-K4170T AMD Ryzen 9 5900HX/64GB/1TB+1TB SSD/RTX 3080/17.3""",1,3,87,64,1000,0,17.3,0,2871.29,0,6,9,25,0
"Asus Rog Strix SCAR17 G732LXS-HG014T Intel Core i7-10875H/32GB/1TB SSD/RTX2080 SUPER/17.3""",1,3,87,32,1000,0,17.3,0,1571.74,2,6,12,20,0
"Asus Rog Strix Scar17 G732LWS-HG053T Intel Core i9-10980HK/32GB/1TB SSD/RTX2070SUPER/17.3""",1,3,87,32,1000,0,17.3,0,1861.34,2,6,13,19,0
"Asus Rog Zephyrus G14 GA401IU-HE002 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/GTX1660Ti/14""",1,3,87,16,1000,0,14.0,0,854.59,0,2,8,6,3
"Asus Rog Zephyrus G15 GA502IV-HN024 AMD Ryzen 7 4800HS APU/16GB/1TB SSD/RTX2060/15.6""",1,3,87,16,1000,0,15.6,0,1091.09,0,6,8,18,0
"Asus Rog Zephyrus M15 GU502LV-AZ057T Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",1,3,87,16,512,0,15.6,0,1067.29,2,6,12,18,0
"Asus Rog Zephyrus M15 GU502LW-HN071T Intel Core i7-10750H/16GB/1TB SSD/RTX2070/15.6""",1,3,87,16,1000,0,15.6,0,1271.09,2,6,12,19,0
"Asus Rog Zephyrus S GX701GWR-H6063T Intel Core i7-9750H/16GB/512GB SSD/RTX2070/17.3""",1,3,87,16,512,0,17.3,0,1648.69,2,6,12,19,0
"Asus TUF Dash F15 FX516PM-HN023 Intel Core i7-11370H/16GB/512GB SSD/RTX 3060/15.6""",1,3,98,16,512,0,15.6,0,942.84,2,6,12,23,0
"Asus TUF Dash F15 FX516PM-HN024 Intel Core i7-11370H/16GB/1TB SSD/RTX 3060/15.6""",1,3,98,16,1000,0,15.6,0,830.39,2,6,12,23,0
"Asus TUF Gaming A15 FA506IV-HN337 AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",1,3,98,16,1000,0,15.6,0,757.53,0,6,8,18,0
Asus TUF Gaming A15 FA506QM-HN005 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6'',1,3,98,16,1000,0,15.6,0,1175.14,0,6,8,23,0
"Asus TUF Gaming A15 FA507RR-HN003 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3070/15.6""",1,3,98,16,1000,0,15.6,0,1999.0,0,6,8,24,0
"Asus TUF Gaming A17 FA706QM-HX001 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/17.3""",1,3,98,16,1000,0,17.3,0,1270.23,0,6,8,23,0
"Asus TUF Gaming F15 FX506LH-BQ116 Intel Core i7-10870H/16GB/1TB SSD/GTX1650/15.6""",1,3,98,16,1000,0,15.6,0,652.19,2,2,12,5,2
"Asus TUF Gaming F15 FX506LH-HN129 Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",1,3,98,16,512,0,15.6,0,606.09,2,2,12,5,2
"Asus TUF Gaming F15 FX506LH-HN129T Intel Core i7-10870H/16GB/512GB SSD/GTX1650/15.6""",1,3,98,16,512,0,15.6,0,794.74,2,2,12,5,2
"Asus TUF Gaming FX505DV-AL014 AMD Ryzen 7 3750H/16GB/512GB SSD/RTX 2060/15.6""",1,3,98,16,512,0,15.6,0,766.09,0,6,8,18,0
"Asus TUF Gaming FX505DV-AL116 AMD Ryzen 7 3750H/16GB/1TB SSD/RTX 2060/15.6""",1,3,98,16,1000,0,15.6,0,853.69,0,6,8,18,0
"Asus Tuf Gaming A15 FA506II-BQ029 AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",1,3,98,16,1000,0,15.6,0,647.39,0,2,8,5,2
"Asus Tuf Gaming A15 FA506IU-HN278 AMD Ryzen 7 4800H APU/16GB/1TB SSD/GTX 1660Ti/15.6""",1,3,98,16,1000,0,15.6,0,785.69,0,2,8,6,3
"Asus VivoBook 14 M413DA-EB462 AMD Ryzen 7 3700U/8GB/512GB SSD/14""",1,3,113,8,512,0,14.0,0,495.74,0,3,8,7,1
"Asus VivoBook 15 F515JA-EJ066 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",1,3,113,8,256,0,15.6,0,363.83,2,3,10,7,1
"Asus VivoBook 15 OLED K513EA-L12437T Intel Core i7-1165G7/12GB/512GB SSD/15.6""",1,3,113,12,512,0,15.6,0,799.0,2,3,12,7,1
"Asus VivoBook 15 X513EA-BQ003T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",1,3,113,8,512,0,15.6,0,549.99,2,3,11,7,1
"Asus VivoBook 15 X513EA-BQ004T Intel Core i5-1135G7/8GB/512GB SSD/15.6""",1,3,113,8,512,0,15.6,0,699.0,2,3,11,7,1
"Asus VivoBook S14 S433EA-EB1149T Intel Core i7-1165G7/16GB/512GB SSD/14""",1,3,113,16,512,0,14.0,0,799.0,2,3,12,7,1
"Asus VivoBook S15 S533EA-BN246T Intel Core i7-1165G7/16GB/512GB SSD/15.6""",1,3,113,16,512,0,15.6,0,799.0,2,3,12,7,1
"Asus VivoBook S433EA-AM423T Intel Core i5-1135G7/8GB/512GB SSD/14""",1,3,113,8,512,0,14.0,0,699.0,2,3,11,7,1
"Asus VivoBook S433EQ-EB048T Intel Core i7-1165G7/16GB/512GB SSD/MX350/14""",1,3,113,16,512,0,14.0,0,999.0,2,3,12,7,1
"Asus ZenBook 14 UX425EA-BM020T Intel Core i7-1165G7/16GB/512GB SSD/14""",1,3,120,16,512,0,14.0,0,849.0,2,3,12,7,1
"Asus ZenBook Flip S 13 UX371EA-HL259T Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",1,3,120,16,512,0,13.3,1,1099.99,2,3,12,7,1
"Asus Zenbook 14 UM425IA-AM006T AMD Ryzen 7 4700U/16GB/512GB SSD/14""",1,3,120,16,512,0,14.0,0,799.0,0,3,8,7,1
"Asus Zenbook 14 UM431DA-AM011R AMD Ryzen R5 3500U/8GB/512GB SSD/14""",1,3,120,8,512,0,14.0,0,571.54,0,3,7,7,1
"Asus Zenbook 14 UX425EA-HM165T Intel Core i7-1165G7/16GB/512GB SSD/14""",1,3,120,16,512,0,14.0,0,950.0,2,3,12,7,1
"Asus Zenbook 14 UX425EA-KI359T Intel Core i7-1165G7/16GB/512GB SSD/14""",1,3,120,16,512,0,14.0,0,849.0,2,3,12,7,1
"Dell Latitude 3400 Intel Core i5-8265U/8GB/256GB SSD/14""",1,5,60,8,256,0,14.0,0,579.2,2,3,11,7,1
"Dell Latitude 5480 Intel Core i5-7300U/8GB/256GB SSD/14""",1,5,60,8,256,0,14.0,0,489.0,2,3,11,7,1
"Dell Latitude 5490 Intel Core i5-8250U/8GB/256GB SSD/14""",1,5,60,8,256,0,14.0,0,499.0,2,3,11,7,1
"Dell Latitude E5470 Intel Core i5-6300U/8GB/240GB SSD/14""",1,5,60,8,240,0,14.0,0,499.0,2,3,11,7,1
"Dell Latitude E5550 Intel Core i5-5300U/8GB/128GB SSD/15.6""",1,5,60,8,128,0,15.6,0,489.0,2,3,11,7,1
"Dell Latitude E7470 Intel Core i5-6300U/16GB/256GB SSD/14""",1,5,60,16,256,0,14.0,0,529.0,2,3,11,7,1
"Dell Latitude E7470 Intel Core i5-6300U/8GB/256GB SSD/14""",1,5,60,8,256,0,14.0,0,519.01,2,3,11,7,1
"Dell Vostro 3515 AMD Ryzen 5 3450U/8 GB/256GB SSD/15.6""",1,5,115,8,256,0,15.6,0,617.54,0,3,7,7,1
"Dell Vostro 5301 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",1,5,115,8,256,0,13.3,0,420.74,2,3,11,7,1
"Dell Vostro 5301 Intel Core i5-1135G7/8GB/512GB SSD/13.3""",1,5,115,8,512,0,13.3,0,511.59,2,3,11,7,1
"Dell Vostro 5502 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",1,5,115,8,512,0,15.6,0,549.93,2,3,11,7,1
"Dell XPS 13 9300 Intel Core i5-1035G1/8GB/512GB SSD/13.4""",1,5,117,8,512,0,13.4,0,699.0,2,3,11,7,1
"Dell XPS 7390 Intel Core i7-10510U/16GB/512GB SSD/13.3""",1,5,117,16,512,0,13.3,0,1086.88,2,3,12,7,1
"Dynabook Toshiba Satellite Pro C50-G-10S Intel Core i7-10510U/8GB/256GB SSD/15.6""",1,7,90,8,256,0,15.6,0,427.59,2,3,12,7,1
"Dynabook Toshiba Satellite Pro C50-H-114 Intel Core i7-1065G7/8GB/512GB SSD/15.6""",1,7,90,8,512,0,15.6,0,407.49,2,3,12,7,1
"Dynabook Toshiba Tecra A40-J-17N Intel Core i5-1135G7/8GB/256GB SSD/14""",1,7,99,8,256,0,14.0,0,889.0,2,3,11,7,1
"Gigabyte A7 X1-CES1130SH AMD Ryzen 9 5900HX/16GB/512GB SSD/RTX3070/17.3""",1,8,11,16,512,0,17.3,0,1295.89,0,6,9,24,0
"Gigabyte AERO 15 OLED KC-8ES5130VP Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",1,8,14,16,512,0,15.6,0,1333.69,2,6,12,23,0
"Gigabyte AERO 15 OLED KD-72ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",1,8,14,16,1000,0,15.6,0,1183.28,2,6,12,23,0
"Gigabyte AERO 15 OLED WB-8ES5130SD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",1,8,14,16,512,0,15.6,0,1128.54,2,6,12,19,0
"Gigabyte AERO 15 OLED WB-9ES5150SP Intel Core i9-10980HK/16GB/1TB SSD/RTX 2070 Max Q/15.6""",1,8,14,16,1000,0,15.6,0,1313.64,2,6,13,19,0
"Gigabyte AERO 15 OLED XA-7ES5130SD Intel Core i7-9750H/16GB/512GB SSD/RTX 2070/15.6""",1,8,14,16,512,0,15.6,0,1110.94,2,6,12,19,0
"Gigabyte AERO 15 OLED XD-73ES624SR Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",1,8,14,16,1000,0,15.6,0,1899.0,2,6,12,24,0
"Gigabyte AERO 15 OLED XD-73ES644SP Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",1,8,14,32,1000,0,15.6,0,1557.69,2,6,12,24,0
"Gigabyte AERO 15 XA-7ES2130SH Intel Core i7-9750H/16GB/512GB SSD/RTX 2070Q/15.6""",1,8,14,16,512,0,15.6,0,1605.19,2,6,12,19,0
"Gigabyte AERO 15 XB-7ES1130SH Intel Core i7-10750H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",1,8,14,16,512,0,15.6,0,1263.99,2,6,12,19,0
"Gigabyte AERO 16 YE5-94ES948HP Intel Core i9-12900HK/32GB/2TB SSD/RTX 3080Ti/16""",1,8,14,32,2000,0,16.0,0,3799.0,2,6,13,25,0
"Gigabyte AERO 17 HDR WB-8ES4130SH Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/17.3""",1,8,14,16,512,0,17.3,0,2257.84,2,6,12,19,0
"Gigabyte AORUS 15G KB-7ES1130MD Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",1,8,18,16,512,0,15.6,0,808.49,2,6,12,18,0
"Gigabyte AORUS 15G WB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",1,8,18,16,512,0,15.6,0,966.14,2,6,12,19,0
"Gigabyte AORUS 15G XB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",1,8,18,16,512,0,15.6,0,1045.94,2,6,12,19,0
"Gigabyte AORUS 15P KB-7ES1130SD Intel Core i7-10750/16GB/512GB SSD/RTX 2060/15.6""",1,8,18,16,512,0,15.6,0,935.69,2,6,12,18,0
"Gigabyte AORUS 15P KC-8ES2130SH Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",1,8,18,16,512,0,15.6,0,1043.24,2,6,12,23,0
"Gigabyte AORUS 15P KD-72ES224SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",1,8,18,16,1000,0,15.6,0,1599.0,2,6,12,23,0
"Gigabyte AORUS 15P XC-8ES2430SH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/15.6""",1,8,18,32,512,0,15.6,0,1300.94,2,6,12,24,0
"Gigabyte AORUS 15P XD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",1,8,18,16,1000,0,15.6,0,1699.0,2,6,12,24,0
"Gigabyte AORUS 15P XD-73ES324SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",1,8,18,16,1000,0,15.6,0,1304.79,2,6,12,24,0
"Gigabyte AORUS 17 YE5-74ES544SH Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",1,8,18,32,1000,0,17.3,0,3099.0,2,6,12,25,0
"Gigabyte AORUS 17G XC-8ES6430RH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/17.3""",1,8,18,32,512,0,17.3,0,1478.39,2,6,12,24,0
"Gigabyte AORUS 5 KE4-72ES314SO Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",1,8,18,16,1000,0,15.6,0,1699.0,2,6,12,23,0
"Gigabyte Aorus 15-SA-7ES0250D Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",1,8,18,16,512,0,15.6,0,835.24,2,2,12,6,3
"HP 15S-EQ2127NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",1,9,4,8,256,0,15.6,0,449.0,0,3,6,7,1
"HP 15S-FQ1169NS Intel Core i5-1035G1/8GB/512GB SSD/15.6""",1,9,4,8,512,0,15.6,0,407.69,2,3,11,7,1
"HP 15S-FQ4052NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",1,9,4,8,512,0,15.6,0,555.49,2,3,11,7,1
"HP 15S-fq2005ns Intel Core i5-1135G7/8GB/512GB SSD/15.6""",1,9,4,8,512,0,15.6,0,421.27,2,3,11,7,1
"HP 15S-fq2095ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",1,9,4,8,256,0,15.6,0,334.54,2,3,10,7,1
"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6"" + Microsoft 365 Personal 12 Meses",0,9,4,8,256,0,15.6,0,608.94,2,3,10,7,1
"HP 15S-fq4027ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",1,9,4,8,512,0,15.6,0,475.99,2,3,11,7,1
"HP 250 G8 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",1,9,7,8,512,0,15.6,0,392.69,2,3,10,7,1
"HP 255 G8 AMD Ryzen 5 3500U/8GB/256 GB SSD/15.6""",1,9,8,8,256,0,15.6,0,410.69,0,3,7,7,1
"HP EliteBook 650 G9 Intel Core i7-1255U/8GB/512GB SSD/15.6""",1,9,38,8,512,0,15.6,0,1654.05,2,3,12,7,1
"HP EliteBook 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",1,9,38,8,256,0,13.3,0,725.89,2,3,11,7,1
"HP EliteBook 830 G8 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",1,9,38,8,256,0,13.3,0,1678.02,2,3,11,7,1
"HP EliteBook 830 G8 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",1,9,38,16,512,0,13.3,0,1943.51,2,3,12,7,1
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",1,9,38,8,256,0,14.0,0,538.0,2,3,12,7,1
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",1,9,38,16,512,0,14.0,0,1689.06,2,3,12,7,1
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",1,9,38,8,256,0,15.6,0,520.0,2,3,11,7,1
"HP EliteBook 850 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",1,9,38,8,256,0,15.6,0,1074.06,2,3,11,7,1
"HP EliteBook 850 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",1,9,38,16,512,0,15.6,0,1889.25,2,3,12,7,1
"HP EliteBook x360 1030 G4 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",1,9,38,8,256,0,13.3,1,866.0,2,3,11,7,1
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",1,9,8,8,512,0,15.6,0,599.0,0,3,7,7,1
"HP OMEN 15-DC0005NS Intel Core i7-8750H/8GB/1TB/GTX 1050/15.6""",1,9,76,8,1000,0,15.6,0,784.69,2,2,12,3,3
"HP OMEN 15-EN0004NS AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",1,9,76,16,1000,0,15.6,0,863.44,0,6,8,18,0
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",1,9,76,16,1000,0,16.1,0,1242.39,0,6,9,24,0
"HP OMEN 16-b0045ns Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",1,9,76,16,1000,0,16.1,0,1499.0,2,6,12,23,0
"HP OMEN 16-b0046ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16.1""",1,9,76,32,1000,0,16.1,0,1198.64,2,6,12,23,0
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",1,9,76,16,512,0,16.1,0,829.33,0,6,8,22,0
"HP OMEN 17-CB1005NS Intel Core i7-10750H/32GB/1TB SSD/RTX 2080 SUPER/17.3""",1,9,76,32,1000,0,17.3,0,1297.04,2,6,12,20,0
"HP OMEN 17-ck0014ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",1,9,76,32,1000,0,17.3,0,1606.44,2,6,12,24,0
"HP Omen 15-EK0004NS Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/15.6""",1,9,76,16,1000,0,15.6,0,911.84,2,6,12,19,0
"HP Omen 15-EN0002NS AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",1,9,76,16,1000,0,15.6,0,676.84,0,2,8,5,2
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",1,9,76,16,1000,0,15.6,0,1199.99,0,6,8,24,0
"HP Omen 15-en1011ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",1,9,76,16,1000,0,15.6,0,912.44,0,6,8,23,0
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",1,9,79,16,512,0,15.6,0,621.54,0,2,8,5,2
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",1,9,79,8,512,0,16.1,0,545.38,2,2,11,3,3
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",1,9,79,16,512,0,16.1,0,641.14,2,2,12,5,2
"HP Pavilion Gaming 16-A0029NS Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/16.1""",1,9,79,16,512,0,16.1,0,711.94,2,6,12,18,0
"HP Pavilion Gaming 17-CD1000NS Intel Core i7-10750H/8GB/512GB SSD/GTX 1650/17.3""",1,9,79,8,512,0,17.3,0,663.38,2,2,12,5,2
"HP Pavilion Laptop 14-CE3008NS Intel Core i5-1035G1/8GB/512GB SSD/MX130/14""",1,9,79,8,512,0,14.0,0,565.54,2,4,11,8,2
"HP ProBook 430 G7 Intel Core i5-10210U/8GB/256GB SSD/13.3""",1,9,85,8,256,0,13.3,0,749.99,2,3,11,7,1
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",1,9,85,8,256,0,14.0,0,1335.2,2,3,11,7,1
"HP ProBook 450 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",1,9,85,8,256,0,15.6,0,569.99,2,3,11,7,1
"HP ProBook 450 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",1,9,85,8,256,0,15.6,0,1031.89,2,3,11,7,1
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",1,9,85,16,512,0,15.6,0,1298.15,2,3,11,7,1
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",1,9,85,16,512,0,15.6,0,1603.1,2,3,12,7,1
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",1,9,112,16,512,0,16.1,0,624.78,2,2,11,5,2
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",1,9,112,16,512,0,16.1,0,735.84,0,6,7,22,0
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",1,9,119,16,512,0,14.0,0,1619.46,2,3,12,7,1
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",1,9,119,16,512,0,15.6,0,2677.83,2,9,12,42,3
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",1,9,119,16,512,0,15.6,0,3848.01,2,6,12,15,0
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",1,9,119,32,1000,0,15.6,0,4805.65,2,3,13,7,1
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",1,12,5,16,512,0,15.6,0,704.24,2,2,12,3,3
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",1,12,55,8,256,0,13.3,0,609.04,2,3,11,7,1
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",1,12,55,8,512,0,14.0,0,701.28,2,3,11,7,1
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",1,12,55,32,1000,0,17.0,0,1424.19,2,3,12,7,1
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",1,13,56,8,512,0,15.6,0,569.04,0,3,7,7,1
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",1,13,56,8,512,0,14.0,0,699.0,2,3,11,7,1
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",1,13,56,8,512,0,14.0,0,649.0,2,3,11,7,1
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",1,13,56,8,256,0,15.6,0,299.0,0,3,3,7,1
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",1,13,56,16,512,0,15.6,0,1010.27,0,3,7,7,1
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",1,13,56,8,512,0,15.6,0,713.83,0,3,7,7,1
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",0,13,56,16,512,0,15.6,0,860.99,2,3,11,7,1
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",1,13,56,8,256,0,15.6,0,480.95,2,3,1,7,1
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",1,13,56,8,256,0,15.6,0,307.09,2,3,10,7,1
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",1,13,56,8,512,0,15.6,0,719.79,2,3,10,7,1
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",1,13,56,16,512,0,15.6,0,866.86,2,3,12,7,1
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",1,13,56,8,512,0,15.6,0,934.24,2,3,12,7,1
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/16GB/512GB SSD/14""",1,13,56,16,512,0,14.0,0,999.0,2,3,11,7,1
